user_name,rating,date,review_content,review_id,app_version,replied_at,reply_content,thumbs_up_count,user_image_url,bank,source
Tewodros Regasa,1,2025-05-24 12:24:56,the app crush frequently,76089146-b1c7-47f4-ab9f-44b6a1092225,25.05.03,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWFdK2_RF3rbaPiwkRygKeobIf-Wu3NRloIJKctPROqaAuyebQi,BOA,Google Play
Mabratu Tesfaye,5,2025-05-22 15:34:58,good,9198a5bc-f914-4a18-ad44-d2b77094c02a,25.05.03,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIgHs_EOKmIvfuXuMFNQNI-NGtyOHnhDRG_UiNl8UWj1jddOg=mo,BOA,Google Play
amanuel fikiru,1,2025-05-22 08:57:39,You guys keeps getting worst,e244700c-1210-4280-b60b-b75964c982df,25.05.03,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWtyuTtCt_I4JrlaViwy7Liqp052l2tXUVjkWZRrksIxoV-SfRe,BOA,Google Play
Fikadu Netsere,5,2025-05-21 19:16:49,good,b857156e-2647-4eee-a3f4-2eec417f721e,,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjX5-vXTadTeJ8Argy1izQornDIewHYNog6uRcsJJquLDlt0TJQ,BOA,Google Play
Natty Solomon,1,2025-05-21 13:49:15,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",2e219268-96fd-400c-8632-0b0d1044f487,25.05.03,None,,45,https://play-lh.googleusercontent.com/a-/ALV-UjVvOqNjcmiFvpg3wf626ccS0Kal2mOq6hxjoSjCb0xVC1fsg2cR,BOA,Google Play
Deginet Zeleke E,2,2025-05-20 15:21:55,BoA,86456197-428d-45e1-9c00-8dd85dcbb9e9,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIhGMW4_4_6jw_3MGcqpSMCs7c4kC5rDFOZiQ5BpAhnZy_CtQ=mo,BOA,Google Play
Nurhussen Mohammed,5,2025-05-20 10:57:13,good,fe22c72e-7fba-4ae7-9b4f-097bdb51cc61,25.05.03,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWyAHzBB5My747ELrbHCrCmVUQZMarqfjDuQHzWAWVvXqdoQerk,BOA,Google Play
Usu Elemo,4,2025-05-19 17:19:32,but not opening on android,8ddf5c9f-f866-4817-ac5e-85c67bfa870e,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJ3LWDmO2wgBE2qYNAOEsApqJSSpf0CbI28bSeOHIZF5XJo9zY=mo,BOA,Google Play
Dagar,1,2025-05-18 15:36:47,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,f8bb86fb-594a-48ea-be1f-d08ea0882b8e,25.05.03,None,,4,https://play-lh.googleusercontent.com/a-/ALV-UjXry0c8QCddJq6XwpLxmwwurl90WsOem5lxbxRhT69R8W0ZDK9T,BOA,Google Play
NURI KEDU,5,2025-05-18 14:34:19,amazing,190dccba-a7cf-4b2f-9b78-5bf8d3c280ae,25.05.03,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKQStyDvmw6roD6DSAJNOfgMeSyrB42Zi3akTBzH605QOIc7Q0=mo,BOA,Google Play
EYOB FASIL ALEMAYEHU,4,2025-05-16 21:34:42,excellent app,7f2000c9-7d5a-4e34-92bd-f3871b54b93c,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIIg9SRpO4PO_lp39CE4_KOFDwkHUv8wPMk1Nav09986tpNuA=mo,BOA,Google Play
Mohammed Siraj,5,2025-05-15 15:42:43,excellent,49377d51-ea44-483e-a596-3d5bed4b3f9a,,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUft61LclDsZP39FfyUa9BbbptSPlFrc-fYRJSxRMcLgv07SGB4,BOA,Google Play
Mule Kebede,5,2025-05-14 15:47:57,ሞላዬ ከበደ,8d310fe5-412a-4051-9857-4cf0cdebfb75,25.05.03,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIgwIyZU1paq5NJA0CYQFgSV0fU3gH-2OaA2KLfTOb1EohP3w=mo,BOA,Google Play
fire biru,1,2025-05-11 19:07:08,"this app does no work on Samsung a51, it just gives a preview of the logo",b640cc87-df88-4b6b-9b9f-13fe0bdd5dfa,24.09.30,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKGXwSjfQH8MlM1J14zYWoc7q2nqnsFcm6waB-R2fWUuE51Ag=mo,BOA,Google Play
Samson Bogale,5,2025-05-10 18:48:38,nice,141af3a7-96be-4fe5-9490-4cb8dfbf711e,25.05.03,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXzkRzyW1X6Epgd9rxrEFT_pctOjzsrnQGv2bTfWm7TjFtt0WzF,BOA,Google Play
bogale abunu,5,2025-05-10 12:44:44,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",301f6927-9395-4cda-bb77-041a36323875,25.05.03,None,,60,https://play-lh.googleusercontent.com/a-/ALV-UjUNALB1lGxqtlz7jPNG4uUMSvz5nifHfGqRn0KvjbgpsHkaWYg1,BOA,Google Play
Eyuel Baharu,5,2025-05-09 16:12:56,Best app,9a02c524-0d8d-445e-97d4-d1f451b16d43,25.05.03,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIr-vPKu609mPLrtuU1ocVNLUChrKczNN_eUW-oaF346bIELg=mo,BOA,Google Play
Abdu berHanu,5,2025-05-07 18:34:10,liking this application good 👍,857bb685-6f7e-4db0-af37-eb2f1c1c6fd3,25.05.03,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJjoZv87agxo3zkbYHkpDgp5LOsmx4bjWgO6tAxzjQT0bJbBg=mo,BOA,Google Play
Ahmed Abdo Bedaso,1,2025-05-06 18:06:33,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",62fa097e-3fd8-4522-a3a3-9b13f17f594d,,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjVskSAmT2ssPhP_eVaTgOhXTop0J4YEM0Lw6dgqrB2sT5B2LU5u,BOA,Google Play
Amnuel Gashaw Aman,5,2025-05-06 17:44:32,good,e4f9ad9a-576a-4bbe-a910-812fd1b7e08a,,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjURD5C_B1xdox1GnMrB4JMjk9iCQtUSaB6HSx9y6U0QhXcpLn5s,BOA,Google Play
Kidus Yohannes,5,2025-05-02 21:50:25,good,586aecda-30fc-4daf-bca7-2d37573a5e4e,25.03.07,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjV6PEEzUCeqclAbu_A3Z_NAjCbpT1y8FIsZVW9Bxnckt4a93mNI,BOA,Google Play
Cherie,4,2025-04-30 11:23:56,good,0f3023a3-30af-479c-85e7-4165b2ce30c7,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKLXWlJizJ5qtvxjKHQFhgN9yS_wEl_9siyR00CpQGc6GbihA=mo,BOA,Google Play
Amare Tilahun,4,2025-04-30 10:34:17,good,aa6d112e-713e-46d9-90a5-6c32c1b1d7ef,,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUrRhhiZGK-01GEvgLTdHORsbQxcTVwirAgarLLNPs1_uzRcUw,BOA,Google Play
Kalid Kalid,5,2025-04-28 17:51:26,wow,8571b294-c8c6-491b-99d3-52438a2b6dc6,24.11.22,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWdFWClw2FaOO8UwTbUL-i34RTEE8EAtMedSqCI7twcbqPuzr5T,BOA,Google Play
Parish Duop,5,2025-04-23 19:44:14,it's really good 👍,e255b972-0d40-4de1-99ff-44dbada62a16,25.03.07,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUm1sZ3jg3ZaGsXJ1QtSgcuH-vlxWHt-Ci60zdy62M0gOOJOzg,BOA,Google Play
Natina'el Taye,1,2025-04-23 14:16:20,Bad app . it stuck when you open and noting WORKS.,dbd9dbf2-47ee-4103-8631-cd0ef79f4344,25.03.07,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjVrI4MILJEspf7LceYOswa-78YQoKxP6lWtAZZhExX8T5EMS24Q,BOA,Google Play
Nahom Abebe,3,2025-04-20 21:05:21,"the app isn't working after it asked me the password it starts loading, but it doesn't open",8a4d9c01-9e5a-4732-a8ab-9341930b30c8,25.03.07,None,,4,https://play-lh.googleusercontent.com/a/ACg8ocLRFdZ5Nv2Vc17s9gmMXS_GfT3mVhKlWyxrIP49GsiyGHihcZQ=mo,BOA,Google Play
Wase Kedir,2,2025-04-19 18:38:02,Best,e523c50a-6f8f-4653-ad4d-5122ef8ddb9a,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLvSpWlAY8Ph0RdWqqCXuD34YRHVBTLmEEDEGWaJ1I75BRh5A=mo,BOA,Google Play
Abel Hubena,1,2025-04-19 07:15:54,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,3271d45f-2900-41b6-878c-669ac563e60a,25.03.07,None,,11,https://play-lh.googleusercontent.com/a-/ALV-UjWrRWecXiEPR5kq-KmcJ2jlH_yPjJkqwWL3m0Prz7GBtliRKoLvWQ,BOA,Google Play
Mule Negte,1,2025-04-18 00:18:40,yideg,56788d9a-6194-40ce-b282-30c541eec4cf,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKoafd29AcHajg5qE4U0IFBWcUw-regmd5VC0Vc28qMgppEkw=mo,BOA,Google Play
Shimelis Keterew,1,2025-04-17 10:12:16,አይከፍትም እኮ,df1d7402-68cb-4f20-ae7f-d02866690692,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKgNDQ_0OzQEQ47DwzmLhbVOwqRMmn6-JgN2l7dr-prbqi3qw=mo,BOA,Google Play
Amanuel fitiwi,5,2025-04-10 14:33:26,great boa,527633dc-326a-40d3-8f50-663f5a355aee,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKliKKp_8qIp_g57FM85oeqfgP80QPcgSQkp41RTVuGAQho9Q=mo,BOA,Google Play
Tesfaye Tegegne,5,2025-04-10 11:53:01,Best,152c96b7-b5f2-4b29-9812-ff59d9464615,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJRp-HiDRmk4Re2YLUED1LPi2mS8UKENqpv1UoFIGfvF9ZLuA=mo,BOA,Google Play
Tsegaye,5,2025-04-09 14:32:34,boa of mobile backing,497345df-10e9-402a-bb96-88e16f8a803d,25.03.07,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXSRy_sqj-sM5x9_STOAc9fTbWngaon6HwHTQOBXKU_DsYmD9To,BOA,Google Play
Mezemir Haset,5,2025-04-09 04:01:08,nice,6474e6df-7925-4e06-a67b-944237843b02,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLykuOmI1KEuf9Fq88IybGh-25nAYODVpHStxjVnhTYblr0Jg=mo,BOA,Google Play
Joni Eden,5,2025-04-08 16:36:23,faster bank of Abissinya,f68ed25c-79db-4a9c-85e7-aaccd1671555,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLYmkXyF2huI_gR4t2Ra9sD2OqyiXutrjMLreLDsNRSaSL26w=mo,BOA,Google Play
Yared Getachew,1,2025-04-08 10:12:19,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,94ef86ef-6437-4c31-96c5-efeb7f32829f,25.03.07,None,,6,https://play-lh.googleusercontent.com/a-/ALV-UjXStUgSCFhTrcRyNDiKuvnzNtvi4hky6vzgOcFx9fZ_GA_vBSxd,BOA,Google Play
Bezawit Wondmagegne,1,2025-04-07 18:04:17,it just doesn't work...so frustrating,3b48fff7-6b38-4099-9c7c-cabc1bbbd92b,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLMgtPAMJRBpYNB5jBVqf_d7ufK7SYjVpTqT1k9W2KLdWLR1g=mo,BOA,Google Play
Estifanos Afework,5,2025-04-06 22:17:21,like,94d9f11f-f866-4439-a91b-c258140070e7,25.03.07,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjVCOxMtLb_FclshQFMTNGPTu7ZzYmgOK_RZGPj9zeBdtfOp2XY,BOA,Google Play
Teddy and Fli,1,2025-04-06 11:01:42,it's not work correctly... you must have update it,b10d3c9a-d5c8-422c-9bca-82a40310fb5c,25.03.07,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjWmwyTMeD9quS8mnVL-8WsUjWicNmU-FPOtffGrcwObiYaPRalW,BOA,Google Play
Esubalew Yismaw,5,2025-04-04 22:57:29,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",8eed1a6d-6902-45fe-abc4-48dcbae22f85,25.03.07,None,,20,https://play-lh.googleusercontent.com/a-/ALV-UjU-kJX0DEbtrWM_594xDdLac8BzdVyW-l0Zr_4gVsX4g8ggjJXw,BOA,Google Play
yonas gebre,2,2025-04-04 12:38:08,after i typed in my password it says successfully logged out ...and goes back to the first page,b3a22053-e2b9-47e6-8083-a2e73a7c6bed,25.03.07,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjXE7RfDi8eySDco2807b_hHR0-GAtMA29WYI7qd0R_kjITHUfxy,BOA,Google Play
Nati Kasahun,3,2025-04-04 12:24:06,good but they don't update enough don't add new things,53263f41-9dd6-4165-a24a-a41fda4c390c,25.03.07,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjX_oJS20sQqMojAKhqZSlSXTSSs7UpU4a8wSc8B1SFWw_Dg1lX5,BOA,Google Play
John,5,2025-04-03 08:50:56,very good,6686f694-5b08-4f44-a4de-2160c5ad6a62,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKvB1iRR0QRd9LhyVCDVDq4-7E3yipvhqvpSIoPsF0ZtIAQ6A=mo,BOA,Google Play
Raiis Rashaad,5,2025-04-02 03:33:00,thank you,91372113-f427-4e6d-892a-571e1c40eee6,24.09.30,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUQMaSpnBVpu0Q--2MGY-nieBfCN5My_nV-B1rcRTjlMP7eQpTm,BOA,Google Play
Abel Getachew,1,2025-04-01 00:27:34,it doesn't work period z slowest mobile banking ever i would rather use *815#,6eec96bf-b4c9-4dde-9814-059cf54b3f86,25.03.07,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjUkaycJeMeh_DqBMOGrF_SIv-5Cdunku3YbxuMtFpRYbjrZYfA2,BOA,Google Play
Hone Boy,1,2025-03-31 23:55:06,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1197ad29-5063-4999-888c-589582754caa,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJ94dBkQntspJfmKqbrM0zmMry5oAXsC9mSxVdmbgf1GAu49YE=mo,BOA,Google Play
Aklilu Keshura,5,2025-03-30 21:56:40,good application,2ac5df83-d25c-41c5-ae60-64c7a77159c5,,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJO895hHxP5vfWjxyYMTHGNYQ4pxOg7nTBzQLJgFxjT65RqVg=mo,BOA,Google Play
Yohannes Assefa,1,2025-03-30 15:27:26,this version is not working for me I cannot even buy card. I cannot send money,e9072e9a-76dc-49d1-b423-cb64c4656802,25.03.07,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjVwg9_NSPfIIi3K1l82YSlh3LDv-GSIaUQrd94qff5J0xwY0sQ,BOA,Google Play
Nahom Tesfamikael,1,2025-03-29 14:29:38,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",e52a6ccb-dc16-472c-84ef-2969c08a9318,25.03.07,None,,4,https://play-lh.googleusercontent.com/a-/ALV-UjVdLDHs0A6z9aW1dG-vrDMpSIsjccMtGkcpl_MtI0yPySKYloG2,BOA,Google Play
Michele Graffi,1,2025-03-26 13:28:25,always problematic hardly works,34f5b18e-0a79-40bb-94b6-4430d08e0c17,25.03.07,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjVhogmcjhNlc6uExtKsURGMnlZbo3NX6G-YjJpYk18Qs_lQWDjRHQ,BOA,Google Play
Anteneh Mesfin,1,2025-03-25 18:33:59,considering the fact the bank is huge this app really bad you could do better,b96d31a2-9360-43ab-ba3c-a44b324f8288,,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocLXfHNN1SmAfwuH4t7QTG7NpieMJYgt87GQ3XFfTgk7IkKMew=mo,BOA,Google Play
Agwes Agwes,5,2025-03-25 13:15:12,best app,c011e833-112f-4780-9a18-eaf17e5eff57,,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocJjrpQDLoL8mUYQBxG6Kg_MWxqyzKBbO84_SOVPgp1cCvURpg=mo,BOA,Google Play
Sisey Tesema,5,2025-03-25 12:56:42,very good,316aafea-0134-4718-a056-b50a0eacb679,25.03.07,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocIFB7bj5q6N87kF2suK7PLdrpQcLZ-lLXgdQLI6kltH56jocg=mo,BOA,Google Play
Monte Qamer,1,2025-03-24 17:00:42,"worst app and Bank ever u be ashamed, scammer",1648df61-5880-4d2a-9ec1-c393c9ac474d,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJ-ObRbopSy65IzsnO5eHZvy0tEsuvQ2MDOB62oki0Ua4OqGw=mo,BOA,Google Play
Cadaawe Xuseen,5,2025-03-22 12:46:56,great BoA,f1de5d59-8021-423b-a02a-958993f6e85f,24.11.22,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLCxC6Q81RjJCoITlg1WWr40nMq2W2UplXLIuGx4MfKCiWeIA=mo,BOA,Google Play
Aklays embay,5,2025-03-21 12:32:05,best,5f3f6ba2-4517-48c3-b87d-f58179b8ef73,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocLizXcOzx50VsImReoaS_cRt1QrduLam5ATNmNTT8xRuBAA0g=mo,BOA,Google Play
Rakeb Mulugeta,1,2025-03-21 10:49:11,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,6b5a5455-dcd0-4a2a-8cbb-f0deb5706498,,None,,2,https://play-lh.googleusercontent.com/a-/ALV-UjX1VVX2AC5KbOYILSBO_pFAdZNJCxr-eZ04qJ0OD5Y00RIVDaLO,BOA,Google Play
Muhammad Hamed,5,2025-03-21 06:06:10,good,cd4e2229-6495-42e6-bd2b-3ff710dc9663,24.11.22,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKhmPc3kz1wW0Vhlz9XuILDbvBB1pqweCmU1opkbeMeSW8ZWw=mo,BOA,Google Play
Miky Mal,5,2025-03-19 21:15:38,good,643f52aa-9981-4dfb-b058-573537f62ce5,25.03.07,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocIbpqGW8DqSJKRh3qusrUECKyqllb7eGqhgkqvUx_22Mv1mqA=mo,BOA,Google Play
Mickey Justin,1,2025-03-19 19:12:01,there is no speed,376f374a-f480-46e2-bb4a-90e938ab3a59,24.11.22,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUf8oSe2sn7dlDbNMS-H7541KC8NlHCBlcNIpvIhS0pT1QJ_W4,BOA,Google Play
Noah Daniel,1,2025-03-19 16:02:57,"For anyone who wants to download it, just don't!!!",c5cdb617-4335-491d-89ce-9c1aab9b0b2f,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKQpSKVHU0UhCOeoZsA99QNxGYpR939DTIZgtHM2eHNlocFJw=mo,BOA,Google Play
Ararsa Dabale,5,2025-03-19 13:58:10,wonderful,26f2b9fc-1707-4e54-b04d-c9915a1e9a54,,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocIZnuf99fQ4lH6n3GU8AwdBUCclYHBJSCVEWSczT6JukIkXkQ=mo,BOA,Google Play
Usman Umer,5,2025-03-19 12:55:57,all worck,799f010a-f795-4ad7-ba24-b67c4939529e,,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjX-A7fDi_Xn42Mcm2NOZEGfpEUADo4wczNT9kHLUoYnY5_qGhlr,BOA,Google Play
Kassahun Asres Yimer,5,2025-03-17 01:23:13,Best app,3398c0cb-ea22-4b3c-b7ff-fe0695c2dc6d,24.11.22,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjXOfFf1n_n_3agpiNl8Oq75Y3kupNFbVeSzCWx47ymEBnvarW7e,BOA,Google Play
Muluken Sewunet,5,2025-03-14 17:57:04,Loved it,e39414aa-0b2e-4c4d-9a21-8302487cdda4,24.11.22,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjV7-nHhtWwbjz5lFXxufv3DTFMMZQSl02qSCWFlC76ndCzWB26S,BOA,Google Play
Abdu Mille,1,2025-03-14 03:37:53,Wow,c9a192de-b018-4dde-b0d0-b0201be0c3f7,25.03.07,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocIKSBCTUKUSbSZXpCiTxPpTG7Mmo6fs-i5pWn256l7eD_TRnQ=mo,BOA,Google Play
Betanoise Shi,1,2025-03-12 22:41:25,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",7d475f3a-15b4-4e56-ae4b-1fc451749e61,25.03.07,None,,130,https://play-lh.googleusercontent.com/a-/ALV-UjWwiFzWQWfUAtfjPNZHbp_KrUNfO_2sMumta20H2N8SnPsMW9r7,BOA,Google Play
Fanuel Gebremedhn,5,2025-03-11 12:32:31,Improved to be the best,e68af2d6-0770-4110-b3dd-167bb54cd017,24.11.22,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjUokUV5tiiptS8Elef8L13BqiR4oknZ7-8FX6b8sMN4tDPORlHa,BOA,Google Play
Merkeb Bonitua,5,2025-03-11 10:51:57,BoA,a9e99120-460c-4cc0-8978-d1d601b89258,24.11.22,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocJlW2AGBQ1uottYfDFe3WPATgsKYjGZzCJxON5rcX_XmfiPxA=mo,BOA,Google Play
Nati Man,3,2025-03-11 09:22:01,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",0e5e093a-1cf1-4c49-87ed-046888b8afa9,,None,,3,https://play-lh.googleusercontent.com/a/ACg8ocJoSKu3qrT2tWJn0-ef8I4N1pncAiOOBW_I6SKxvZpBhVyZMw=mo,BOA,Google Play
DAMTE BIRU,5,2025-03-11 08:31:05,BoA Greqt Ethiopian bank.,35ea7b31-46fb-47a7-b9c4-8a5e06161abd,24.11.22,None,,0,https://play-lh.googleusercontent.com/a/ACg8ocKxLXqX9zh6ZR06K7_JNE8Rlt-RNCh2keZJkBXvSqwVMk69SQ=mo,BOA,Google Play
Bamlak Sintayehu,1,2025-03-10 20:11:15,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",c9f8ff21-b8d1-400f-bb94-c98399a25ad5,,None,,1,https://play-lh.googleusercontent.com/a-/ALV-UjXB-UU_XEeGfWyHcMVo0jwChi13gQnx_cZFC_nJCgsn80kG8d8,BOA,Google Play
Biruh Alemayehu,4,2025-03-09 11:50:02,Almost better compared to cbe where it is not qualified for,df027023-1b65-40e9-b2bf-de6fedc17c5d,24.11.22,None,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWntoipD3mJklFsfuOmEXSM-_eKctfo7P2Zbp2fUgkQOp0Gv1VM,BOA,Google Play
Teddy Abayneh,5,2025-03-09 11:34:30,what awesome apps. it is very simple to use and more much important apps.,73ce76e4-b7a2-4ed8-b6fd-f9b388bdb4a6,,None,,1,https://play-lh.googleusercontent.com/a/ACg8ocI5qBqlzQdwbrO7evldVwAEBPArhIptGQfqyv2yv7D0NamS8r8=mo,BOA,Google Play
